participant,session,observee,sure_gain,risk_gain,risk_prob,chosen
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,2,seeker,0,0,0,0
72,3,seeker,16,28,0.5,0
72,3,seeker,7,16,0.6,0
72,3,seeker,17,30,0.5,0
72,3,seeker,6,16,0.5,1
72,3,seeker,16,30,0.6,0
72,3,seeker,10,23,0.4,0
72,3,seeker,13,30,0.4,0
72,3,seeker,14,30,0.5,0
72,3,seeker,12,30,0.6,0
72,3,seeker,9,29,0.5,0
72,3,seeker,10,29,0.6,0
72,3,seeker,14,24,0.6,0
72,3,seeker,5,28,0.5,1
72,3,seeker,9,15,0.6,0
72,3,seeker,17,21,0.4,0
72,3,seeker,5,14,0.6,1
72,3,seeker,8,18,0.5,0
72,3,seeker,7,14,0.4,0
72,3,seeker,15,30,0.5,0
72,3,seeker,7,18,0.5,0
72,3,seeker,5,30,0.4,0
72,3,seeker,13,20,0.6,1
72,3,seeker,10,23,0.5,0
72,3,seeker,11,28,0.4,0
72,3,seeker,13,28,0.5,0
72,3,seeker,17,27,0.6,0
72,3,seeker,12,22,0.5,0
72,3,seeker,14,29,0.4,0
72,3,seeker,15,26,0.6,0
72,3,seeker,8,21,0.6,0
72,3,seeker,15,30,0.4,0
72,3,seeker,16,30,0.4,0
72,3,seeker,11,23,0.6,0
72,3,seeker,12,26,0.4,0
72,3,seeker,11,30,0.5,0
72,3,seeker,6,27,0.4,0
72,3,seeker,9,30,0.4,0
72,3,seeker,6,21,0.6,1
72,3,seeker,8,27,0.4,0
72,4,.,8,27,0.4,0
72,4,.,5,30,0.4,0
72,4,.,14,24,0.6,0
72,4,.,15,30,0.4,0
72,4,.,6,27,0.4,0
72,4,.,17,27,0.6,0
72,4,.,9,30,0.4,0
72,4,.,7,14,0.4,0
72,4,.,11,28,0.4,0
72,4,.,10,29,0.6,1
72,4,.,15,30,0.5,0
72,4,.,7,16,0.6,1
72,4,.,14,30,0.5,0
72,4,.,6,16,0.5,0
72,4,.,5,28,0.5,0
72,4,.,12,30,0.6,0
72,4,.,17,21,0.4,0
72,4,.,16,30,0.4,0
72,4,.,11,30,0.5,0
72,4,.,10,23,0.5,0
72,4,.,14,29,0.4,0
72,4,.,16,30,0.6,0
72,4,.,11,23,0.6,0
72,4,.,10,23,0.4,0
72,4,.,8,21,0.6,1
72,4,.,13,20,0.6,1
72,4,.,13,30,0.4,0
72,4,.,9,15,0.6,0
72,4,.,6,21,0.6,1
72,4,.,15,26,0.6,0
72,4,.,12,22,0.5,0
72,4,.,8,18,0.5,0
72,4,.,5,14,0.6,0
72,4,.,13,28,0.5,0
72,4,.,17,30,0.5,0
72,4,.,12,26,0.4,0
72,4,.,7,18,0.5,0
72,4,.,16,28,0.5,0
72,4,.,9,29,0.5,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,5,averse,0,0,0,0
72,6,averse,5,28,0.5,1
72,6,averse,16,30,0.4,0
72,6,averse,14,29,0.4,0
72,6,averse,11,28,0.4,0
72,6,averse,11,23,0.6,0
72,6,averse,12,30,0.6,0
72,6,averse,9,30,0.4,0
72,6,averse,14,24,0.6,0
72,6,averse,5,14,0.6,0
72,6,averse,8,18,0.5,0
72,6,averse,13,28,0.5,0
72,6,averse,10,29,0.6,1
72,6,averse,13,30,0.4,0
72,6,averse,14,30,0.5,0
72,6,averse,15,30,0.5,0
72,6,averse,17,27,0.6,0
72,6,averse,6,21,0.6,0
72,6,averse,6,27,0.4,1
72,6,averse,6,16,0.5,0
72,6,averse,7,18,0.5,0
72,6,averse,5,30,0.4,0
72,6,averse,16,28,0.5,0
72,6,averse,13,20,0.6,0
72,6,averse,17,21,0.4,0
72,6,averse,8,21,0.6,1
72,6,averse,10,23,0.5,0
72,6,averse,8,27,0.4,0
72,6,averse,7,14,0.4,0
72,6,averse,12,22,0.5,0
72,6,averse,16,30,0.6,0
72,6,averse,9,29,0.5,1
72,6,averse,12,26,0.4,0
72,6,averse,11,30,0.5,0
72,6,averse,9,15,0.6,0
72,6,averse,10,23,0.4,0
72,6,averse,15,30,0.4,0
72,6,averse,17,30,0.5,0
72,6,averse,7,16,0.6,1
72,6,averse,15,26,0.6,0
73,1,.,14,24,0.6,0
73,1,.,6,27,0.4,1
73,1,.,7,16,0.6,1
73,1,.,16,30,0.4,1
73,1,.,14,29,0.4,0
73,1,.,14,30,0.5,0
73,1,.,6,16,0.5,1
73,1,.,5,28,0.5,1
73,1,.,13,20,0.6,0
73,1,.,17,21,0.4,1
73,1,.,15,26,0.6,0
73,1,.,9,29,0.5,1
73,1,.,12,30,0.6,1
73,1,.,9,30,0.4,1
73,1,.,5,14,0.6,0
73,1,.,17,27,0.6,1
73,1,.,10,23,0.4,0
73,1,.,12,26,0.4,1
73,1,.,11,30,0.5,1
73,1,.,11,23,0.6,0
73,1,.,13,28,0.5,1
73,1,.,8,27,0.4,1
73,1,.,15,30,0.4,0
73,1,.,10,29,0.6,1
73,1,.,17,30,0.5,0
73,1,.,8,21,0.6,1
73,1,.,13,30,0.4,0
73,1,.,15,30,0.5,1
73,1,.,12,22,0.5,0
73,1,.,7,18,0.5,1
73,1,.,5,30,0.4,1
73,1,.,9,15,0.6,0
73,1,.,16,30,0.6,0
73,1,.,10,23,0.5,0
73,1,.,7,14,0.4,0
73,1,.,11,28,0.4,1
73,1,.,16,28,0.5,0
73,1,.,6,21,0.6,1
73,1,.,8,18,0.5,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,2,averse,0,0,0,0
73,3,averse,16,30,0.6,1
73,3,averse,12,26,0.4,0
73,3,averse,17,30,0.5,0
73,3,averse,15,30,0.5,0
73,3,averse,7,14,0.4,0
73,3,averse,6,16,0.5,0
73,3,averse,11,28,0.4,0
73,3,averse,9,29,0.5,1
73,3,averse,8,21,0.6,1
73,3,averse,5,28,0.5,1
73,3,averse,16,28,0.5,0
73,3,averse,17,21,0.4,0
73,3,averse,6,21,0.6,1
73,3,averse,14,30,0.5,0
73,3,averse,11,23,0.6,1
73,3,averse,10,23,0.5,0
73,3,averse,8,18,0.5,1
73,3,averse,13,20,0.6,0
73,3,averse,5,30,0.4,1
73,3,averse,13,30,0.4,0
73,3,averse,5,14,0.6,1
73,3,averse,10,29,0.6,1
73,3,averse,6,27,0.4,1
73,3,averse,9,15,0.6,0
73,3,averse,12,30,0.6,1
73,3,averse,15,26,0.6,0
73,3,averse,11,30,0.5,1
73,3,averse,8,27,0.4,1
73,3,averse,15,30,0.4,0
73,3,averse,14,29,0.4,0
73,3,averse,7,18,0.5,0
73,3,averse,12,22,0.5,0
73,3,averse,7,16,0.6,1
73,3,averse,10,23,0.4,0
73,3,averse,14,24,0.6,0
73,3,averse,9,30,0.4,1
73,3,averse,17,27,0.6,0
73,3,averse,16,30,0.4,0
73,3,averse,13,28,0.5,1
73,4,.,13,28,0.5,0
73,4,.,10,29,0.6,1
73,4,.,14,29,0.4,0
73,4,.,15,26,0.6,0
73,4,.,12,26,0.4,0
73,4,.,15,30,0.5,0
73,4,.,6,27,0.4,1
73,4,.,17,27,0.6,0
73,4,.,9,29,0.5,1
73,4,.,5,14,0.6,1
73,4,.,14,24,0.6,0
73,4,.,8,18,0.5,0
73,4,.,9,15,0.6,0
73,4,.,6,21,0.6,1
73,4,.,7,18,0.5,1
73,4,.,16,30,0.6,1
73,4,.,9,30,0.4,0
73,4,.,16,28,0.5,0
73,4,.,5,30,0.4,1
73,4,.,11,28,0.4,0
73,4,.,12,22,0.5,0
73,4,.,13,20,0.6,0
73,4,.,7,14,0.4,0
73,4,.,15,30,0.4,0
73,4,.,7,16,0.6,0
73,4,.,17,30,0.5,0
73,4,.,17,21,0.4,0
73,4,.,13,30,0.4,0
73,4,.,10,23,0.4,0
73,4,.,11,30,0.5,1
73,4,.,8,27,0.4,1
73,4,.,5,28,0.5,1
73,4,.,12,30,0.6,1
73,4,.,14,30,0.5,0
73,4,.,16,30,0.4,0
73,4,.,11,23,0.6,1
73,4,.,10,23,0.5,1
73,4,.,8,21,0.6,1
73,4,.,6,16,0.5,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,5,seeker,0,0,0,0
73,6,seeker,5,28,0.5,1
73,6,seeker,7,16,0.6,1
73,6,seeker,14,29,0.4,0
73,6,seeker,10,23,0.5,1
73,6,seeker,9,30,0.4,1
73,6,seeker,13,30,0.4,0
73,6,seeker,14,30,0.5,0
73,6,seeker,5,30,0.4,1
73,6,seeker,13,28,0.5,0
73,6,seeker,8,21,0.6,1
73,6,seeker,16,30,0.6,0
73,6,seeker,15,30,0.4,0
73,6,seeker,7,14,0.4,0
73,6,seeker,16,30,0.4,0
73,6,seeker,15,26,0.6,0
73,6,seeker,15,30,0.5,0
73,6,seeker,17,21,0.4,0
73,6,seeker,8,18,0.5,1
73,6,seeker,12,26,0.4,0
73,6,seeker,6,16,0.5,0
73,6,seeker,9,15,0.6,0
73,6,seeker,6,27,0.4,1
73,6,seeker,8,27,0.4,1
73,6,seeker,12,30,0.6,1
73,6,seeker,10,29,0.6,1
73,6,seeker,7,18,0.5,1
73,6,seeker,5,14,0.6,1
73,6,seeker,16,28,0.5,0
73,6,seeker,10,23,0.4,0
73,6,seeker,13,20,0.6,1
73,6,seeker,14,24,0.6,0
73,6,seeker,12,22,0.5,0
73,6,seeker,11,23,0.6,1
73,6,seeker,17,30,0.5,0
73,6,seeker,9,29,0.5,1
73,6,seeker,11,30,0.5,1
73,6,seeker,11,28,0.4,1
73,6,seeker,6,21,0.6,1
73,6,seeker,17,27,0.6,0
74,1,.,13,30,0.4,0
74,1,.,14,29,0.4,0
74,1,.,7,18,0.5,0
74,1,.,8,21,0.6,1
74,1,.,17,30,0.5,0
74,1,.,5,28,0.5,1
74,1,.,11,23,0.6,1
74,1,.,6,27,0.4,1
74,1,.,16,30,0.6,1
74,1,.,15,30,0.4,0
74,1,.,8,18,0.5,1
74,1,.,9,15,0.6,1
74,1,.,12,30,0.6,1
74,1,.,10,29,0.6,1
74,1,.,13,20,0.6,0
74,1,.,6,16,0.5,1
74,1,.,17,21,0.4,0
74,1,.,16,28,0.5,0
74,1,.,6,21,0.6,1
74,1,.,12,22,0.5,0
74,1,.,16,30,0.4,0
74,1,.,10,23,0.5,1
74,1,.,13,28,0.5,1
74,1,.,14,24,0.6,1
74,1,.,7,14,0.4,0
74,1,.,7,16,0.6,1
74,1,.,15,30,0.5,1
74,1,.,9,29,0.5,1
74,1,.,15,26,0.6,1
74,1,.,5,30,0.4,1
74,1,.,14,30,0.5,1
74,1,.,9,30,0.4,1
74,1,.,17,27,0.6,0
74,1,.,10,23,0.4,1
74,1,.,12,26,0.4,0
74,1,.,5,14,0.6,1
74,1,.,8,27,0.4,1
74,1,.,11,28,0.4,1
74,1,.,11,30,0.5,1
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,2,averse,0,0,0,0
74,3,averse,10,23,0.4,0
74,3,averse,7,16,0.6,1
74,3,averse,14,24,0.6,1
74,3,averse,13,30,0.4,0
74,3,averse,11,23,0.6,1
74,3,averse,12,22,0.5,0
74,3,averse,14,29,0.4,0
74,3,averse,7,18,0.5,1
74,3,averse,8,18,0.5,1
74,3,averse,13,28,0.5,1
74,3,averse,17,21,0.4,0
74,3,averse,11,28,0.4,1
74,3,averse,5,14,0.6,1
74,3,averse,16,28,0.5,0
74,3,averse,13,20,0.6,1
74,3,averse,9,30,0.4,1
74,3,averse,6,16,0.5,1
74,3,averse,12,30,0.6,1
74,3,averse,17,27,0.6,1
74,3,averse,6,21,0.6,1
74,3,averse,15,30,0.4,0
74,3,averse,9,29,0.5,1
74,3,averse,10,23,0.5,1
74,3,averse,8,21,0.6,1
74,3,averse,10,29,0.6,1
74,3,averse,5,30,0.4,1
74,3,averse,8,27,0.4,1
74,3,averse,6,27,0.4,1
74,3,averse,11,30,0.5,1
74,3,averse,15,30,0.5,0
74,3,averse,15,26,0.6,1
74,3,averse,17,30,0.5,0
74,3,averse,16,30,0.4,0
74,3,averse,12,26,0.4,1
74,3,averse,14,30,0.5,1
74,3,averse,5,28,0.5,1
74,3,averse,9,15,0.6,0
74,3,averse,16,30,0.6,0
74,3,averse,7,14,0.4,1
74,4,.,11,30,0.5,1
74,4,.,9,15,0.6,1
74,4,.,13,30,0.4,0
74,4,.,13,20,0.6,1
74,4,.,16,30,0.4,0
74,4,.,7,16,0.6,1
74,4,.,6,21,0.6,1
74,4,.,6,16,0.5,1
74,4,.,5,14,0.6,1
74,4,.,14,30,0.5,1
74,4,.,15,30,0.4,0
74,4,.,17,27,0.6,1
74,4,.,11,28,0.4,0
74,4,.,15,30,0.5,1
74,4,.,10,23,0.5,1
74,4,.,9,30,0.4,1
74,4,.,7,14,0.4,0
74,4,.,8,18,0.5,1
74,4,.,12,26,0.4,1
74,4,.,8,27,0.4,1
74,4,.,16,28,0.5,0
74,4,.,14,24,0.6,1
74,4,.,15,26,0.6,1
74,4,.,17,21,0.4,0
74,4,.,12,22,0.5,0
74,4,.,6,27,0.4,1
74,4,.,11,23,0.6,1
74,4,.,13,28,0.5,1
74,4,.,5,30,0.4,1
74,4,.,17,30,0.5,0
74,4,.,8,21,0.6,1
74,4,.,16,30,0.6,1
74,4,.,12,30,0.6,1
74,4,.,7,18,0.5,1
74,4,.,10,29,0.6,1
74,4,.,10,23,0.4,0
74,4,.,5,28,0.5,1
74,4,.,14,29,0.4,1
74,4,.,9,29,0.5,1
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,5,seeker,0,0,0,0
74,6,seeker,12,30,0.6,1
74,6,seeker,16,28,0.5,0
74,6,seeker,9,29,0.5,1
74,6,seeker,14,30,0.5,1
74,6,seeker,10,23,0.5,1
74,6,seeker,13,30,0.4,0
74,6,seeker,17,30,0.5,0
74,6,seeker,5,30,0.4,1
74,6,seeker,6,16,0.5,1
74,6,seeker,9,30,0.4,1
74,6,seeker,8,18,0.5,1
74,6,seeker,14,24,0.6,1
74,6,seeker,16,30,0.4,0
74,6,seeker,9,15,0.6,1
74,6,seeker,11,28,0.4,1
74,6,seeker,7,14,0.4,0
74,6,seeker,10,29,0.6,1
74,6,seeker,8,27,0.4,1
74,6,seeker,10,23,0.4,1
74,6,seeker,13,20,0.6,1
74,6,seeker,5,14,0.6,0
74,6,seeker,15,30,0.4,0
74,6,seeker,6,27,0.4,1
74,6,seeker,15,30,0.5,1
74,6,seeker,17,27,0.6,1
74,6,seeker,5,28,0.5,1
74,6,seeker,8,21,0.6,1
74,6,seeker,7,16,0.6,1
74,6,seeker,6,21,0.6,1
74,6,seeker,14,29,0.4,1
74,6,seeker,11,23,0.6,1
74,6,seeker,12,22,0.5,0
74,6,seeker,7,18,0.5,1
74,6,seeker,15,26,0.6,1
74,6,seeker,16,30,0.6,1
74,6,seeker,17,21,0.4,0
74,6,seeker,12,26,0.4,1
74,6,seeker,11,30,0.5,1
74,6,seeker,13,28,0.5,1
75,1,.,17,30,0.5,1
75,1,.,15,26,0.6,0
75,1,.,17,27,0.6,0
75,1,.,5,30,0.4,0
75,1,.,15,30,0.5,1
75,1,.,5,28,0.5,1
75,1,.,5,14,0.6,0
75,1,.,16,30,0.4,0
75,1,.,8,18,0.5,0
75,1,.,14,30,0.5,0
75,1,.,11,28,0.4,1
75,1,.,10,23,0.4,0
75,1,.,12,26,0.4,0
75,1,.,14,24,0.6,0
75,1,.,12,22,0.5,0
75,1,.,9,29,0.5,1
75,1,.,13,28,0.5,0
75,1,.,7,16,0.6,1
75,1,.,16,30,0.6,1
75,1,.,8,27,0.4,1
75,1,.,10,23,0.5,0
75,1,.,7,18,0.5,1
75,1,.,11,23,0.6,0
75,1,.,13,20,0.6,0
75,1,.,11,30,0.5,0
75,1,.,7,14,0.4,1
75,1,.,17,21,0.4,0
75,1,.,15,30,0.4,0
75,1,.,6,16,0.5,0
75,1,.,6,27,0.4,1
75,1,.,6,21,0.6,1
75,1,.,8,21,0.6,1
75,1,.,16,28,0.5,0
75,1,.,13,30,0.4,0
75,1,.,10,29,0.6,0
75,1,.,12,30,0.6,0
75,1,.,9,30,0.4,0
75,1,.,9,15,0.6,0
75,1,.,14,29,0.4,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,2,averse,0,0,0,0
75,3,averse,8,21,0.6,0
75,3,averse,16,30,0.6,1
75,3,averse,11,28,0.4,0
75,3,averse,13,28,0.5,0
75,3,averse,5,30,0.4,0
75,3,averse,9,15,0.6,1
75,3,averse,14,30,0.5,0
75,3,averse,10,23,0.4,0
75,3,averse,17,27,0.6,1
75,3,averse,10,29,0.6,0
75,3,averse,12,30,0.6,1
75,3,averse,14,24,0.6,0
75,3,averse,5,14,0.6,0
75,3,averse,8,18,0.5,1
75,3,averse,6,16,0.5,1
75,3,averse,15,26,0.6,0
75,3,averse,15,30,0.5,0
75,3,averse,16,30,0.4,0
75,3,averse,7,18,0.5,1
75,3,averse,9,30,0.4,0
75,3,averse,12,26,0.4,0
75,3,averse,8,27,0.4,0
75,3,averse,10,23,0.5,0
75,3,averse,7,14,0.4,0
75,3,averse,12,22,0.5,0
75,3,averse,5,28,0.5,1
75,3,averse,11,23,0.6,0
75,3,averse,11,30,0.5,0
75,3,averse,13,20,0.6,0
75,3,averse,14,29,0.4,0
75,3,averse,13,30,0.4,0
75,3,averse,16,28,0.5,0
75,3,averse,7,16,0.6,1
75,3,averse,6,21,0.6,1
75,3,averse,6,27,0.4,0
75,3,averse,15,30,0.4,0
75,3,averse,17,21,0.4,0
75,3,averse,9,29,0.5,1
75,3,averse,17,30,0.5,0
75,4,.,6,27,0.4,0
75,4,.,7,16,0.6,1
75,4,.,13,20,0.6,0
75,4,.,15,30,0.5,0
75,4,.,14,29,0.4,0
75,4,.,9,29,0.5,0
75,4,.,8,21,0.6,1
75,4,.,6,16,0.5,1
75,4,.,9,30,0.4,0
75,4,.,5,28,0.5,0
75,4,.,17,27,0.6,0
75,4,.,13,30,0.4,0
75,4,.,12,26,0.4,0
75,4,.,8,27,0.4,0
75,4,.,10,23,0.4,0
75,4,.,17,30,0.5,0
75,4,.,16,30,0.6,0
75,4,.,12,30,0.6,0
75,4,.,15,30,0.4,0
75,4,.,12,22,0.5,0
75,4,.,14,24,0.6,0
75,4,.,16,28,0.5,0
75,4,.,5,30,0.4,0
75,4,.,11,30,0.5,0
75,4,.,10,23,0.5,0
75,4,.,8,18,0.5,0
75,4,.,15,26,0.6,0
75,4,.,16,30,0.4,0
75,4,.,6,21,0.6,1
75,4,.,13,28,0.5,0
75,4,.,11,23,0.6,0
75,4,.,11,28,0.4,0
75,4,.,17,21,0.4,0
75,4,.,9,15,0.6,1
75,4,.,10,29,0.6,0
75,4,.,5,14,0.6,1
75,4,.,14,30,0.5,0
75,4,.,7,14,0.4,0
75,4,.,7,18,0.5,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,5,seeker,0,0,0,0
75,6,seeker,16,30,0.6,0
75,6,seeker,7,14,0.4,0
75,6,seeker,14,24,0.6,0
75,6,seeker,15,30,0.5,0
75,6,seeker,5,28,0.5,1
75,6,seeker,7,18,0.5,1
75,6,seeker,11,28,0.4,0
75,6,seeker,12,26,0.4,0
75,6,seeker,6,27,0.4,1
75,6,seeker,7,16,0.6,1
75,6,seeker,14,29,0.4,0
75,6,seeker,14,30,0.5,0
75,6,seeker,6,16,0.5,1
75,6,seeker,17,30,0.5,0
75,6,seeker,6,21,0.6,1
75,6,seeker,13,28,0.5,1
75,6,seeker,11,30,0.5,1
75,6,seeker,5,30,0.4,0
75,6,seeker,12,22,0.5,0
75,6,seeker,9,29,0.5,0
75,6,seeker,17,21,0.4,0
75,6,seeker,15,30,0.4,0
75,6,seeker,13,30,0.4,0
75,6,seeker,9,15,0.6,1
75,6,seeker,8,27,0.4,0
75,6,seeker,16,28,0.5,0
75,6,seeker,5,14,0.6,1
75,6,seeker,8,18,0.5,0
